Subscription ID,Variant ID,Line Quantity,Line Discounted Price
12130549869,40204067405933,1,51.12
12130517101,40204067373165,1,29.56
12130484333,40204091097197,1,51.12
12130451565,40204022841453,1,29.56
12130418797,40204085035117,1,51.12
12130386029,40204067373165,1,29.56
12130353261,39558482690157,2,59.12
12130320493,40204107055213,1,29.56
12130287725,40204067373165,1,29.56
12130254957,39527123583085,1,27.96
12130222189,39527123583085,1,27.96
12130189421,40204091064429,3,88.68
12130123885,39527124828269,1,27.96
12130091117,40204091064429,1,29.56
12130058349,40204067373165,1,29.56
12130025581,39650215788653,1,27.96
12129992813,40204107055213,1,29.56
12129960045,40204107055213,1,29.56
12129927277,39650215788653,1,27.96
12129894509,40204022841453,1,29.56
12129861741,40204091064429,1,18.48
12129828973,40204085002349,2,59.12
12129796205,40204093456493,1,29.56
12129730669,39558483083373,1,29.56
12129697901,39650215788653,1,27.96
12129665133,40204085035117,1,51.12
12129632365,39558482690157,1,29.56
12129566829,40204067405933,1,51.12
12129534061,39650215788653,1,27.96
12129501293,40204104171629,1,29.56
12129468525,40316202877037,2,102.24
12129435757,40204806422637,1,29.56
12129402989,39527124828269,1,27.96
12129370221,40204107055213,1,29.56
12129337453,40204091064429,1,29.56
12129304685,40204085002349,1,29.56
12129271917,39527123583085,1,27.96
12129239149,40204107087981,1,51.12
12129206381,40204067405933,1,51.12
12129173613,39650215788653,4,83.88
12129140845,40204093456493,1,29.56
12129108077,40204067405933,1,31.95
12129075309,39558482690157,2,59.12
12129042541,40204806455405,1,51.12
12129009773,40204067405933,1,51.12
12128977005,40204091064429,1,29.56
12128944237,40204107055213,1,29.56
12128911469,40004467949677,1,29.56
12128878701,40204107055213,1,29.56
12128845933,40204107055213,1,29.56
12128813165,39527123583085,1,27.96
12128780397,40204091097197,1,51.12
12128747629,40204107087981,1,38.34
12128714861,39527123583085,1,17.48
12128682093,39650215788653,1,27.96
12128649325,39527123583085,1,27.96
12128616557,40204107055213,1,29.56
12128583789,40204104204397,4,204.48
12128551021,40204107055213,1,29.56
12128518253,40204107087981,1,51.12
12128485485,40204091064429,1,29.56
12128452717,40204091064429,1,29.56
12128419949,39650215788653,1,27.96
12128387181,40204104171629,1,29.56
12128354413,40204107087981,3,153.36
12128321645,40204022874221,1,51.12
12128288877,39583000002669,1,51.12
12128256109,40204085035117,1,51.12
12128223341,40204091064429,1,29.56
12128190573,40204091064429,1,29.56
12128157805,40204107055213,1,29.56
12128125037,40204091064429,1,29.56
12128092269,40204091097197,1,51.12
12128059501,40204093456493,1,29.56
12127993965,40204104204397,1,51.12
12127961197,40204091064429,1,29.56
12127928429,40204806422637,1,29.56
12127895661,40204067373165,1,29.56
12127862893,40204091064429,1,29.56
12127830125,40204806455405,1,51.12
12127797357,40204067405933,2,102.24
12127764589,39527124828269,1,27.96
12127731821,40204107087981,1,51.12
12127699053,40204107055213,1,29.56
12127666285,39527123583085,1,27.96
12127633517,40204067373165,1,29.56
12127600749,40204085035117,1,51.12
12127567981,40204085002349,1,29.56
12127535213,40204085002349,1,29.56
12127502445,39582998560877,1,51.12
12127469677,39582997807213,1,29.56
12127436909,39558497468525,2,102.24
12127404141,40204085002349,1,29.56
12127371373,40204806422637,1,29.56
12127338605,39743656558701,2,55.92
12127305837,40204091064429,1,29.56
12127273069,40204085035117,1,51.12
12127240301,40204085002349,1,29.56
12127207533,39527123583085,1,27.96
12127174765,40204091064429,1,29.56
12127141997,40204022841453,1,29.56
12127109229,39650215788653,2,55.92
12127076461,40204091097197,1,51.12
12127043693,39650215788653,1,27.96
12127010925,39558497468525,1,31.95
12126978157,39582998560877,2,102.24
12126945389,40204091097197,1,51.12
12126912621,40204091064429,1,29.56
12126879853,40204091097197,1,51.12
12126814317,39558496911469,1,51.12
12126781549,40204067373165,1,29.56
12126748781,40204085002349,1,29.56
12126716013,40204806422637,1,29.56
12126683245,40204085035117,1,51.12
12126650477,40204085002349,1,29.56
12126617709,40204093489261,1,51.12
12126584941,40204022874221,1,51.12
12126552173,40204107087981,1,51.12
12126519405,40204085002349,1,29.56
12126486637,40316202844269,1,29.56
12126453869,40204091064429,1,29.56
12126421101,40204085002349,1,29.56
12126388333,40204806455405,1,51.12
12126355565,40204067373165,1,29.56
12126322797,39527124828269,1,27.96
12126290029,40204085002349,1,29.56
12126257261,39527123583085,1,27.96
12126224493,40204806422637,1,29.56
12126191725,40204091064429,1,29.56
12126158957,39527123583085,1,27.96
12126126189,40204107087981,1,51.12
12126093421,40204091064429,4,118.24
12126060653,40204091064429,1,29.56
12126027885,39527123583085,1,27.96
12125995117,40204067373165,1,29.56
12125962349,40204104171629,1,29.56
12125929581,40204085002349,1,29.56
12125896813,39527124828269,1,27.96
12125864045,39650215788653,1,27.96
12125831277,40204067405933,3,153.36
12125798509,39527123583085,1,27.96
12125765741,39743656558701,1,27.96
12125732973,40204107055213,1,29.56
12125667437,40204085035117,1,51.12
12125634669,39527123583085,1,27.96
12125601901,39527123583085,1,27.96
12125569133,40204806422637,1,29.56
12125536365,40204093456493,1,29.56
12125503597,39527124828269,1,20.97
12125470829,40204091064429,1,29.56
12125438061,40204806422637,1,29.56
12125405293,40204107055213,1,29.56
12125372525,40204107055213,1,29.56
12125339757,40204104171629,1,29.56
12125306989,39743656558701,1,27.96
12125274221,39527124828269,1,27.96
12125241453,40204093489261,1,51.12
12125208685,39583000002669,1,51.12
12125175917,39527123583085,1,17.48
12125143149,39558496354413,1,51.12
12125110381,40204104171629,1,29.56
12125077613,39527123583085,1,27.96
12125044845,40204093456493,1,22.17
12125012077,40204085002349,1,29.56
12124979309,39650215788653,1,27.96
12124946541,40204104171629,1,29.56
12124913773,40204085002349,1,29.56
12124881005,40204107055213,1,29.56
12124848237,40204091064429,1,22.17
12124815469,39743656558701,1,27.96
12124782701,40570144620653,1,29.56
12124749933,40204806455405,1,51.12
12124717165,39527123583085,1,27.96
12124684397,40204104171629,1,29.56
12124651629,40204091097197,2,102.24
12124618861,39527124828269,1,27.96
12124553325,40204085002349,1,29.56
12124520557,40204806422637,1,29.56
12124487789,40204091064429,1,29.56
12124455021,40204107055213,2,59.12
12124422253,40204067373165,1,29.56
12124389485,40204091064429,1,18.48
12124356717,39650215788653,1,27.96
12124323949,40204085002349,1,29.56
12124291181,40204085035117,1,51.12
12124258413,39527123583085,1,27.96
12124225645,40204107055213,1,29.56
12124192877,39558482493549,1,18.48
12124160109,40204085002349,1,29.56
12124127341,40204022841453,1,29.56
12124094573,40204085002349,1,29.56
12124061805,40204091064429,1,29.56
12124029037,40204091064429,3,66.51
12123603053,39650215788653,1,27.96
12123406445,40204806455405,1,51.12
12123340909,40204104171629,1,29.56
12122521709,40204107055213,1,29.56
12122357869,40628265091181,1,29.56
12122226797,40204091064429,1,29.56
12122194029,40204104171629,1,29.56
12122161261,39558482493549,2,59.12
12122128493,40204085035117,1,51.12
12122095725,40204085035117,1,51.12
12122062957,40204093489261,2,102.24
12122030189,40204085035117,1,46.01
12121997421,39527123583085,3,83.88
12121964653,40204085035117,1,51.12
12121931885,40316202844269,2,53.21
12121899117,40204806422637,1,29.56
12121866349,39650215788653,1,23.76
12121833581,39527123583085,1,27.96
12121800813,40204107087981,1,51.12
12121768045,40204091064429,1,18.48
12121702509,40204107055213,1,29.56
12121669741,40204085002349,1,29.56
12121636973,40204085002349,1,29.56
12121604205,40204091064429,1,25.13
12121571437,39527124828269,2,55.92
12121538669,40204806422637,1,29.56
12121505901,40204104171629,1,29.56
12121473133,40204107087981,1,51.12
12121440365,40204091097197,1,51.12
12121407597,40204104171629,1,29.56
12121374829,40570144620653,2,59.12
12121342061,40570144653421,1,51.12
12121309293,40204806455405,1,51.12
12121276525,39527123583085,1,27.96
12121243757,40204091064429,1,29.56
12121210989,40570144653421,1,51.12
12121178221,40204107055213,1,29.56
12121145453,40204085002349,1,29.56
12121112685,40204093456493,1,29.56
12121079917,40570144620653,1,29.56
12121047149,40204022874221,1,51.12
12121014381,39650215788653,1,27.96
12120981613,40204091097197,2,102.24
12120948845,40204022841453,1,29.56
12120916077,40204091097197,1,51.12
12120883309,39527124828269,1,27.96
12120850541,40204085035117,1,51.12
12120817773,40628265091181,1,29.56
12120785005,39527124828269,1,27.96
12120752237,40204085035117,1,51.12
12120719469,40204085035117,1,46.01
12120686701,40204107087981,1,51.12
12120653933,40204107087981,1,20
12120621165,40204091097197,1,51.12
12120588397,40204806422637,1,25.13
12120555629,40204091097197,1,51.12
12120522861,40204067373165,1,29.56
12120490093,40204085035117,1,51.12
12120457325,40204107055213,1,29.56
12120424557,40204091064429,1,29.56
12120391789,39650215788653,1,27.96
12120359021,40204067373165,1,29.56
12120326253,40004467949677,1,29.56
12120293485,39650215788653,1,27.96
12120260717,40204067373165,1,29.56
12120227949,40204091064429,1,29.56
12120195181,40204091097197,1,51.12
12120162413,40204104171629,1,29.56
12120129645,40204091064429,1,29.56
12120096877,40204085035117,2,102.24
12120064109,40204806422637,1,29.56
12120031341,40204091097197,1,51.12
12119998573,40204091064429,1,29.56
12119965805,40204091064429,1,26.6
12119933037,40204085002349,1,25.12
12119900269,40204085002349,1,29.56
12119867501,40204091097197,1,51.12
12119834733,39743656558701,1,23.77
12119801965,40204091097197,1,51.12
12119769197,40204093456493,1,29.56
12119736429,40570144620653,1,23.65
12119703661,39527123583085,1,27.96
12119670893,40204085035117,1,51.12
12119638125,40204085002349,1,29.56
12119605357,40204107087981,1,51.12
12119572589,39527123583085,2,55.92
12119539821,40204091097197,1,51.12
12119507053,40204085035117,1,51.12
12119474285,40204107087981,1,51.12
12119441517,40204107087981,1,51.12
12119408749,40204107055213,1,29.56
12119375981,40204067373165,1,29.56
12119343213,40204085002349,1,29.56
12119310445,39650215788653,1,27.96
12119277677,40204104204397,1,51.12
12119244909,40204091064429,1,29.56
12119212141,40204091064429,1,29.56
12119179373,40204107055213,1,29.56
12119146605,40204104204397,1,51.12
12119113837,40204107087981,2,102.24
12119081069,40204085002349,1,18.48
12119048301,40204093456493,1,29.56
12119015533,40204085035117,1,51.12
12118982765,40204107087981,1,51.12
12118949997,40204085002349,1,29.56
12118917229,40204107055213,1,29.56
12118884461,40204093456493,1,29.56
12118851693,40204104171629,1,29.56
12118818925,40204107055213,1,29.56
12118786157,40204091097197,1,51.12
12118753389,40204085002349,1,29.56
12118720621,40204806455405,1,51.12
12118687853,40204085002349,1,29.56
12118655085,39527124828269,1,27.96
12118622317,40570144620653,1,29.56
12118589549,40204091064429,1,29.56
12118556781,40204091097197,1,51.12
12118524013,40204104204397,1,51.12
12118491245,40204091064429,1,29.56
12118458477,40204091064429,1,29.56
12118425709,40570144653421,1,51.12
12118392941,40204806422637,1,29.56
12118360173,40204091064429,1,29.56
12118327405,40204067373165,2,59.12
12118294637,40316202877037,1,51.12
12118261869,40204806455405,1,51.12
12118229101,39650215788653,1,27.96
12118196333,40628265123949,1,51.12
12118163565,40204085002349,1,29.56
12118130797,40204067405933,1,43.46
12118098029,39527124828269,1,27.96
12118065261,40204107055213,1,29.56
12118032493,40204104204397,2,102.24
12117999725,40204806422637,1,29.56
12117966957,40204091097197,1,51.12
12117934189,39650215788653,1,27.96
12117901421,40570144620653,1,26.61
12117868653,39527123583085,1,23.77
12117835885,40204085035117,1,51.12
12117803117,40204091064429,1,29.56
12117770349,39650215788653,1,27.96
12117737581,40204107087981,2,102.24
12117704813,40204091064429,1,29.56
12117672045,40204085002349,1,29.56
12117639277,40204093456493,1,29.56
12117606509,39650215788653,1,27.96
12117573741,40204107055213,1,29.56
12117540973,40204104171629,1,29.56
12117508205,39527124828269,1,27.96
12117475437,40570144653421,1,51.12
12117442669,40204107055213,1,29.56
12117409901,40316202877037,1,51.12
12117377133,40204107055213,1,29.56
12117344365,39650215788653,1,27.96
12117311597,40204107087981,2,86.9
12117278829,39527124828269,1,27.96
12117246061,40628265123949,1,43.45
12117213293,39527123583085,3,62.91
12117180525,40204104171629,1,29.56
12117147757,40204067405933,1,38.34
12117114989,40204091097197,2,102.24
12117082221,40204067405933,1,51.12
12117049453,39527124828269,1,27.96
12117016685,40204093456493,2,59.12
12116983917,40204091064429,1,29.56
12116951149,39558496911469,2,102.24
12116918381,40570144653421,1,51.12
12116885613,40705217724525,1,29.56
12116852845,40204806422637,1,29.56
12116820077,40628265091181,1,29.56
12116787309,40204091097197,1,51.12
12116754541,40570144620653,1,29.56
12116721773,40204091097197,1,51.12
12116689005,40204022841453,1,29.56
12116656237,40204091097197,1,51.12
12116590701,40204085002349,1,29.56
12116557933,40204091064429,2,59.12
12116525165,40204091097197,1,51.12
12116492397,40204107055213,1,29.56
12116459629,40204067373165,1,29.56
12116426861,40204085035117,1,38.34
12116394093,40204091064429,1,29.56
12116361325,39527124828269,1,27.96
12116328557,40204091097197,1,51.12
12116295789,40204091064429,1,29.56
12116263021,39582998560877,1,51.12
12116230253,39527123583085,2,47.54
12116197485,39650215788653,1,27.96
12116164717,40204091097197,1,51.12
12116131949,40204091097197,1,51.12
12116099181,40204107055213,1,29.56
12116066413,40570144653421,1,51.12
12116033645,40570144620653,1,29.56
12116000877,40570144620653,1,29.56
12115968109,40204806422637,1,23.65
12115935341,40204806455405,2,102.24
12115902573,40204806455405,1,51.12
12115869805,40204085002349,2,59.12
12115837037,40628265123949,1,51.12
12115804269,40204091064429,1,29.56
12115771501,39527123583085,1,27.96
12115738733,40316202877037,2,102.24
12115705965,40204085035117,1,51.12
12115673197,40204022841453,1,29.56
12115640429,40204085002349,1,29.56
12115607661,40570144653421,1,51.12
12115574893,40204085035117,1,51.12
12115542125,39527123583085,1,27.96
12115509357,40204107055213,1,29.56
12115476589,40204093456493,1,29.56
12115443821,40570144620653,1,29.56
12115411053,40204107087981,1,51.12
12115378285,40204091097197,1,51.12
12115345517,39558483083373,1,29.56
12115312749,39527123583085,1,27.96
12115279981,40204107087981,1,51.12
12115247213,39650215788653,1,27.96
12115214445,40204093456493,1,29.56
12115181677,40204104204397,1,51.12
12115148909,40570144653421,1,51.12
12115116141,40570144620653,1,29.56
12115083373,39527124828269,1,27.96
12115050605,40204091097197,1,51.12
12115017837,40204091097197,1,51.12
12114985069,40745150677101,1,29.56
12114919533,39743656558701,1,27.96
12114886765,39527123583085,2,55.92
12114853997,40204085002349,1,29.56
12114821229,40204085035117,1,51.12
12114788461,39527124828269,1,27.96
12114755693,40570144620653,1,29.56
12114722925,40204091097197,1,51.12
12114690157,40204107055213,1,29.56
12114657389,40204091064429,1,26.61
12114624621,40570144620653,1,29.56
12114591853,40204091064429,1,26.61
12114559085,40004468015213,1,29.56
12114526317,40204107087981,1,51.12
12114493549,40204085035117,1,51.12
12114460781,40204085035117,1,51.12
12114428013,40570144620653,1,29.56
12114395245,40204085002349,1,29.56
12114362477,40204022841453,1,29.56
12114329709,39743656558701,1,27.96
12114296941,40570144653421,1,51.12
12114264173,40316202877037,1,51.12
12114231405,40204107087981,1,20
12114198637,39527123583085,1,27.96
12114165869,40204107087981,1,51.12
12114133101,40204091064429,1,29.56
12114100333,40204085035117,1,51.12
12114067565,40204107055213,1,29.56
12114034797,39527123583085,1,27.96
12114002029,40204091097197,1,51.12
12113969261,40204107055213,1,29.56
12113936493,40570144620653,1,29.56
12113903725,40204107087981,1,51.12
12113870957,40204806455405,1,51.12
12113838189,40204091097197,1,51.12
12113805421,40628265091181,1,29.56
12113772653,39527123583085,2,55.92
12113739885,40204085002349,1,29.56
12113707117,40204104171629,1,26.61
12113674349,40204107055213,1,29.56
12113641581,40204085035117,1,51.12
12113608813,40204091097197,1,51.12
12113576045,40204093456493,1,29.56
12113543277,40204093489261,2,102.24
12113510509,39650215788653,1,27.96
12113477741,40204107087981,1,51.12
12113444973,40204085035117,4,204.48
12113412205,40204107087981,1,51.12
12113379437,40204022841453,1,29.56
12113346669,40204085002349,2,59.12
12113313901,40570144653421,1,51.12
12113281133,40204093456493,1,29.56
12113248365,39527123583085,1,27.96
12113215597,40204806422637,1,29.56
12113182829,40204085002349,1,29.56
12113150061,40204085035117,1,51.12
12113117293,40204085002349,1,29.56
12113084525,40204107055213,1,29.56
12113051757,40204091064429,1,29.56
12113018989,39527123583085,1,36.92
12112986221,40204806422637,1,29.56
12112953453,39527123583085,1,27.96
12112920685,40570144653421,1,51.12
12112887917,40204107087981,1,51.12
12112855149,40204107055213,1,29.56
12112822381,40204091097197,1,51.12
12112789613,40570144653421,1,51.12
12112756845,40204085035117,2,102.24
12112724077,40204091064429,1,29.56
12112691309,40204107055213,1,29.56
12112658541,40204085035117,2,102.24
12112625773,39558482690157,1,29.56
12112593005,40204085002349,1,29.56
12112560237,40204067405933,1,51.12
12112527469,40204085035117,1,51.12
12112494701,40204104171629,1,29.56
12112461933,40204091097197,1,51.12
12112429165,40204085035117,1,51.12
12112396397,40204107087981,1,51.12
12112363629,40204091097197,1,51.12
12112330861,40204091097197,2,102.24
12112298093,40204091064429,1,29.56
12112265325,39650215788653,1,27.96
12112232557,40204107055213,1,29.56
12112199789,40204093489261,1,51.12
12112167021,40204085002349,1,29.56
12112134253,39650215788653,1,27.96
12112101485,39527123583085,1,27.96
12112068717,40204022841453,1,29.56
12112035949,40204091064429,2,59.12
12112003181,40204104171629,1,29.56
12111970413,40204091097197,2,102.24
12111937645,40204104171629,1,29.56
12111904877,39650215788653,1,27.96
12111872109,40204085035117,1,51.12
12111839341,40204091097197,1,51.12
12111806573,40204091097197,1,51.12
12111773805,39527123583085,1,27.96
12111741037,40570144620653,1,29.56
12111708269,40204091064429,1,29.56
12111675501,40204091064429,1,29.56
12111642733,40204085035117,1,43.45
12111609965,40204085002349,1,29.56
12111577197,40204107055213,2,59.12
12111544429,40628265123949,1,51.12
12111478893,40204067373165,1,29.56
12111446125,40204091097197,1,51.12
12111413357,40204091064429,2,59.12
12111380589,40204085035117,1,51.12
12111347821,39527123583085,1,27.96
12111315053,39582999871597,1,29.56
12111282285,39527123583085,1,27.96
12111249517,39743656558701,1,27.96
12111216749,40204806455405,2,102.24
12111183981,39527124828269,1,27.96
12111151213,40204085002349,2,59.12
12111118445,40204093489261,1,51.12
12111085677,40570144653421,1,51.12
12111052909,40204067373165,1,29.56
12111020141,40204091064429,1,29.56
12110987373,40204091064429,1,29.56
12110954605,40316202877037,1,51.12
12110921837,40204091097197,1,51.12
12110889069,40204091064429,1,22.17
12110856301,40204085035117,1,51.12
12110823533,39743656558701,1,27.96
12110790765,40204085002349,1,29.56
12110757997,40570144620653,1,29.56
12110725229,40204093456493,1,29.56
12110692461,40570144620653,1,29.56
12110659693,40204107055213,1,29.56
12110626925,40204085035117,1,51.12
12110594157,40204091097197,1,51.12
12110561389,39650215788653,2,55.92
12110528621,40204107087981,1,51.12
12110495853,40204091064429,1,29.56
12110463085,39527123583085,1,27.96
12110430317,40204091064429,1,29.56
12110397549,40570144620653,1,29.56
12110364781,40204091097197,1,51.12
12110332013,40204091097197,1,51.12
12110299245,39527124828269,1,27.96
12110266477,39527123583085,1,27.96
12110233709,40204091097197,1,31.95
12110200941,40204085035117,1,51.12
12110168173,40204104171629,1,29.56
12110135405,40204091064429,1,29.56
12110102637,40204085002349,1,29.56
12110069869,40204806455405,1,51.12
12110037101,40628265123949,1,51.12
12110004333,40204806422637,1,29.56
12109971565,40316202877037,1,51.12
12109938797,40204085002349,1,29.56
12109906029,40204085035117,1,51.12
12109873261,39582997807213,2,59.12
12109840493,40204067405933,1,51.12
12109807725,40204091097197,1,51.12
12109774957,40204091097197,1,51.12
12109742189,40204091064429,1,29.56
12109709421,40204093489261,1,51.12
12109676653,40204022841453,1,29.56
12109643885,40204091064429,1,29.56
12109611117,40204091097197,1,51.12
12109578349,40204085002349,1,29.56
12109545581,40204085035117,2,102.24
12109512813,40570144620653,1,29.56
12109480045,40204091097197,1,51.12
12109447277,40204091064429,2,59.12
12109414509,40204107087981,1,51.12
12109381741,39527124828269,1,27.96
12109348973,39527123583085,1,27.96
12109316205,40204085002349,1,29.56
12109283437,40204104171629,1,29.56
12109250669,40204091097197,1,51.12
12109217901,39650215788653,1,20.97
12109185133,40204093456493,1,29.56
12109152365,40204091097197,1,51.12
12109119597,40570144620653,1,29.56
12109086829,40204022841453,1,21.29
12109054061,40204091097197,1,51.12
12109021293,40204091097197,2,102.24
12108988525,39527123583085,1,25.16
12108955757,40204091097197,1,51.12
12108922989,39527123583085,1,27.96
12108890221,40204104204397,1,51.12
12108857453,40204806422637,1,29.56
12108824685,40204107087981,1,51.12
12108791917,39650215788653,2,47.53
12108759149,39527123583085,1,27.96
12108726381,40570144620653,1,29.56
12108693613,40204085002349,1,29.56
12108660845,39527123583085,1,27.96
12108628077,40570144653421,1,51.12
12108595309,39650215788653,3,58.72
12108562541,40204107087981,1,51.12
12108529773,40204091064429,1,29.56
12108497005,40204022841453,1,29.56
12108464237,40204085035117,1,51.12
12108431469,40570144620653,1,29.56
12108398701,40204091097197,3,153.36
12108365933,40204093456493,1,29.56
12108333165,40204107055213,1,29.56
12108300397,40204085002349,1,29.56
12108267629,40204085002349,1,29.56
12108234861,40204806422637,1,29.56
12108202093,40204091064429,1,29.56
12108169325,40204085002349,1,29.56
12108136557,40204104204397,1,51.12
12108103789,40204806455405,1,51.12
12108071021,40204022874221,1,51.12
12108038253,40004467818605,1,29.56
12108005485,39527124828269,2,55.92
12107972717,40204091097197,1,51.12
12107939949,40204091097197,2,102.24
12107907181,40204104171629,1,29.56
12107874413,40204104204397,1,51.12
12107841645,40628265123949,1,51.12
12107808877,40204091064429,1,29.56
12107776109,39650215788653,1,27.96
12107743341,40204085035117,1,51.12
12107710573,40204107055213,1,29.56
12107677805,39527123583085,1,27.96
12107645037,40204107087981,1,51.12
12107612269,40204107055213,1,29.56
12107579501,39527123583085,1,27.96
12107546733,39527124828269,2,55.92
12107513965,40204067373165,1,29.56
12107481197,40204085002349,1,29.56
12107448429,40204067405933,1,51.12
12107415661,40316202844269,1,29.56
12107382893,40204085035117,1,51.12
12107350125,39650215788653,1,27.96
12107317357,40204104171629,1,29.56
12107284589,40204091064429,1,29.56
12107251821,40204091097197,1,51.12
12107219053,40204093489261,2,102.24
12107186285,40204107055213,1,29.56
12107153517,40204085035117,1,51.12
12107120749,40628265091181,1,29.56
12107087981,40204085002349,1,29.56
12107055213,40204104204397,1,51.12
12107022445,40204091097197,1,51.12
12106989677,40204091097197,2,102.24
12106956909,40570144653421,1,51.12
12106924141,40004468146285,1,29.56
12106891373,40204091097197,1,51.12
12106858605,40204091097197,1,51.12
12106825837,40204107055213,1,29.56
12106793069,40204107087981,1,51.12
12106760301,39558482690157,2,59.12
12106727533,40204093489261,1,51.12
12106694765,40570144620653,1,29.56
12106661997,39527123583085,1,27.96
12106629229,39527124828269,1,27.96
12106596461,40204085002349,1,29.56
12106563693,40204091064429,1,29.56
12106530925,40204091097197,1,51.12
12106498157,40204091097197,1,51.12
12106465389,40204091064429,1,29.56
12106432621,40628265123949,1,43.46
12106399853,40204107087981,1,51.12
12106367085,40204022841453,1,29.56
12106334317,40204067373165,1,29.56
12106301549,40204091097197,1,51.12
12106268781,40204067405933,1,46.01
12106236013,40204091097197,1,51.12
12106203245,39650215788653,1,25.16
12106170477,40204085035117,2,102.24
12106137709,40204806422637,1,29.56
12106104941,40204091064429,1,29.56
12106072173,39527124828269,1,25.17
12106039405,40204091064429,1,29.56
12106006637,39527123583085,1,27.96
12105973869,39650215788653,1,27.96
12105941101,39650215788653,1,27.96
12105908333,40628265123949,1,51.12
12105875565,40204085035117,1,51.12
12105842797,40204107087981,1,51.12
12105810029,40204107055213,2,59.12
12105777261,40204091064429,1,29.56
12105744493,40570144653421,1,51.12
12105711725,40204091097197,1,51.12
12105678957,40204104171629,1,29.56
12105646189,40204091064429,1,29.56
12105613421,40204107087981,1,51.12
12105580653,40204091064429,2,59.12
12105547885,40204085035117,1,51.12
12105515117,39582999871597,2,59.12
12105482349,40628265091181,1,29.56
12105449581,40204107087981,1,51.12
12105416813,40204085035117,1,51.12
12105384045,40204091064429,1,29.56
12105351277,39650215788653,1,27.96
12105318509,40204093456493,1,29.56
12105285741,39527123583085,2,55.92
12173541485,40204022841453,1,29.56
12173508717,40204067373165,1,29.56
12173475949,40204091064429,1,29.56
12173443181,40570144620653,1,29.56
12173410413,40204067373165,1,29.56
12173377645,40204107055213,1,29.56
12173312109,40316202877037,1,38.34
12173279341,40204091097197,1,51.12
12173246573,40204093489261,1,51.12
12173213805,39527123583085,1,27.96
12173181037,40204085035117,1,31.95
12173148269,40204085002349,1,29.56
12173115501,40204067373165,1,29.56
12173082733,40204085002349,1,29.56
12173049965,40204104171629,2,59.12
12173017197,40204093456493,1,29.56
12172984429,40204085002349,1,29.56
12172951661,40204806455405,1,51.12
12172918893,40204806422637,1,29.56
12172886125,40316202877037,1,51.12
12172853357,40316202844269,4,118.24
12172820589,40204104204397,1,51.12
12172787821,40204085002349,1,29.56
12172755053,40204091064429,1,29.56
12172722285,39527123583085,1,27.96
12172689517,40204806422637,1,29.56
12172656749,40570144653421,1,51.12
12172623981,40204093456493,1,29.56
12172591213,39743656558701,1,27.96
12172558445,40204107055213,1,29.56
12172525677,40204806422637,1,29.56
12172492909,39558482690157,1,29.56
12172460141,40204085035117,1,51.12
12172427373,39527123583085,1,27.96
12172394605,40204104171629,1,29.56
12172361837,40204806422637,1,29.56
12172329069,40204085002349,2,59.12
12172296301,40204091097197,1,51.12
12172263533,40204806455405,1,51.12
12172230765,39527123583085,1,27.96
12172197997,40204107055213,1,29.56
12172165229,40204091064429,1,22.17
12172132461,40204107087981,1,51.12
12172099693,40204107055213,1,29.56
12172066925,39527124828269,1,27.96
12172034157,40204085035117,1,51.12
12172001389,40204067373165,1,29.56
12171968621,40316202844269,2,59.12
12171935853,39527124828269,1,27.96
12171903085,39650215788653,1,27.96
12171870317,40204022841453,1,29.56
12171837549,39650215788653,1,27.96
12171804781,39558482296941,1,29.56
12171772013,40204085002349,2,59.12
12171739245,40204091064429,1,29.56
12171706477,40204104171629,1,29.56
12171673709,40004468080749,1,29.56
12171640941,40204104204397,1,51.12
12171608173,39558496649325,1,51.12
12171575405,40204022841453,1,29.56
12171542637,40204091064429,1,29.56
12171509869,40204806422637,1,18.48
12171477101,40204085002349,1,29.56
12171444333,40204085035117,1,51.12
12171411565,40204022841453,1,29.56
12171378797,40204091097197,1,51.12
12171346029,39650215788653,1,27.96
12171313261,40204085002349,1,29.56
12171280493,39650215788653,1,27.96
12171247725,40570144620653,1,29.56
12171214957,40204107055213,1,29.56
12171149421,40204091064429,1,29.56
12171116653,39527123583085,1,20.97
12171083885,40204104171629,1,29.56
12171051117,40204107087981,1,38.34
12171018349,40204104204397,1,31.95
12170985581,40204085002349,1,29.56
12170952813,40204091097197,3,153.36
12170920045,39527123583085,1,17.48
12170887277,40204806422637,1,29.56
12170854509,40204085035117,1,51.12
12170821741,39582999871597,1,29.56
12170788973,40204067373165,1,29.56
12170756205,39527123583085,1,20.97
12170723437,40204806422637,1,29.56
12170690669,40204091064429,1,29.56
12170657901,39527123583085,1,27.96
12170625133,40204091097197,1,51.12
12170592365,40204067405933,1,51.12
12170559597,40204806422637,1,29.56
12170526829,39527123583085,1,17.48
12170494061,40204806455405,1,51.12
12170461293,40204085035117,1,51.12
12170428525,40204091097197,1,51.12
12170395757,40004467818605,1,29.56
12170362989,40204085002349,1,29.56
12170330221,40570144620653,1,29.56
12170297453,39650215788653,1,27.96
12170264685,40004467818605,2,59.12
12170231917,39527124828269,1,27.96
12170199149,40204067405933,1,51.12
12170166381,40204022841453,1,29.56
12170133613,40204085002349,1,29.56
12170100845,40204806422637,1,29.56
12170068077,40204091064429,1,29.56
12170035309,39527124828269,1,27.96
12170002541,40204067405933,1,51.12
12169969773,40004468080749,1,18.48
12169937005,40204085002349,1,29.56
12169904237,40204093489261,1,51.12
